id,titulo,descripcion,categoria_id,categoria_nombre,ubicacion,latitud,longitud,estado,prioridad,usuario_id,usuario_nombre,fecha_creacion,fecha_actualizacion,imagen_path,año_creacion,cuadrante,cuadrante_lat,cuadrante_lng,dia_creacion,dia_semana_creacion,distancia_centro_ciudad,es_fin_semana,es_horario_laboral,es_horario_nocturno,es_outlier_geografico,estado_numerico,hora_creacion,mes_creacion,minuto_creacion,nombre_dia_semana,nombre_mes,prioridad_numerica,procesamiento_rapido,semana_año,tiempo_procesamiento,trimestre
23,Solicitantes de apoyo en semáforos #21,Se solicita intervención de autoridades competentes para establecer orden. La situación afecta particularmente a adultos mayores y niños.,9,Otros,"Carretera Avenida del Trabajo #624, Col. San Juan",20.275,-97.9533,en_proceso,alta,2,María González López,2024-01-08 12:08:36,2024-01-11 01:11:06,,2024,Norte-Este,Norte,Este,8,0,0.008360023923406177,0,1,0,0,2.0,12,1,8,Monday,January,3,0,2,61.041666666666664,1
27,Contenedores con jeringas usadas #25,La falta de agua potable obliga a los vecinos a usar fuentes contaminadas.,8,Salud Pública,"Camino Camino a Honey #297, Col. San Juan",20.2738,-97.9557,en_proceso,alta,2,María González López,2024-01-09 11:22:25,2024-01-11 21:17:18,,2024,Norte-Este,Norte,Este,9,1,0.0057384666941631,0,1,0,0,2.0,11,1,22,Tuesday,January,3,0,2,57.914722222222224,1
26,Conductor imprudente en zona escolar #24,El problema vial está causando congestionamientos y accidentes menores. Los vecinos han intentado soluciones temporales sin éxito.,6,Transporte,"Privada Calle Unión #4, Col. Emiliano Zapata, junto al hospital",20.2715,-97.9532,nuevo,media,1,admin,2024-01-09 18:11:37,2024-01-10 01:51:39,,2024,Norte-Este,Norte,Este,9,1,0.006963476143419888,0,1,0,0,1.0,18,1,11,Tuesday,January,2,1,2,7.667222222222223,1
25,Pavimento levantado por raíces de árbol #23,La falta de mantenimiento ha resultado en condiciones inseguras para la comunidad. Durante las lluvias el problema se vuelve más peligroso.,1,Infraestructura,"Avenida Santa Ana #879, Col. Santa Rosa",20.2777,-97.95,cerrado,alta,2,María González López,2024-01-09 19:01:41,2024-04-10 05:32:15,,2024,Norte-Este,Norte,Este,9,1,0.012621014222312536,0,0,0,0,4.0,19,1,1,Tuesday,January,3,0,2,2194.5094444444444,1
30,Inundación por lluvia en colonia #28,Es urgente restaurar el flujo normal para prevenir problemas de salud pública.,3,Saneamiento,"Carretera Los Naranjos #362, Col. Vista Alegre, cerca del centro",20.2729,-97.9638,nuevo,media,1,admin,2024-01-10 09:30:21,2024-01-10 14:32:14,,2024,Norte-Oeste,Norte,Oeste,10,2,0.004780167361096964,0,1,0,0,1.0,9,1,30,Wednesday,January,2,1,2,5.0313888888888885,1
29,Conductor sin identificación visible #27,Los horarios irregulares afectan la movilidad de trabajadores y estudiantes.,6,Transporte,"Privada Aquiles Serdán #75, Col. Lomas del Mirador",20.2643,-97.9671,en_proceso,alta,1,admin,2024-01-10 10:21:50,2024-01-13 07:18:07,,2024,Sur-Oeste,Sur,Oeste,10,2,0.0091049437120791,0,1,0,0,2.0,10,1,21,Wednesday,January,3,0,2,68.93805555555555,1
28,Paradero sin iluminación #26,Se requiere mejor coordinación semafórica para optimizar el flujo vehicular. Se solicita seguimiento continuo hasta la resolución completa.,6,Transporte,"Carretera Calle Invierno #312, Col. Santa Matilde",20.2789,-97.9588,no_aprobado,media,2,María González López,2024-01-10 23:40:35,2024-01-16 22:19:02,,2024,Norte-Este,Norte,Este,10,2,0.008980534505250982,0,0,1,0,1.0,23,1,40,Wednesday,January,2,0,2,142.64083333333335,1
33,Cartón mojado bloqueando acera #31,El servicio de recolección no ha pasado por esta zona en más de una semana. Los vecinos han intentado soluciones temporales sin éxito.,4,Limpieza,"Calle Loma Bonita #241, Col. Lomas de Santa Anita",20.28,-97.9619,en_proceso,media,1,admin,2024-01-11 06:18:24,2024-01-17 22:06:25,,2024,Norte-Oeste,Norte,Oeste,11,3,0.010178899744081133,0,0,1,0,2.0,6,1,18,Thursday,January,2,0,2,159.80027777777778,1
31,Fuga de agua en tubería principal #29,La presión del agua es insuficiente para abastecer adecuadamente los hogares.,3,Saneamiento,"Privada Libramiento #40, Col. San José, C.P. 73080",20.28,-97.9535,en_proceso,alta,1,admin,2024-01-11 06:46:11,2024-01-12 09:37:22,,2024,Norte-Este,Norte,Este,11,3,0.011926860441871554,0,0,1,0,2.0,6,1,46,Thursday,January,3,0,2,26.853055555555557,1
32,Alcantarilla obstruida con basura #30,Los vecinos reportan problemas de salud relacionados con la contaminación del agua.,3,Saneamiento,"Cerrada Camino Real #14, Col. Benito Juárez",20.2685,-97.9612,resuelto,alta,1,admin,2024-01-11 17:33:38,2024-01-30 02:44:25,,2024,Sur-Oeste,Sur,Oeste,11,3,0.0019209372712370295,0,1,0,0,3.0,17,1,33,Thursday,January,3,0,2,441.1797222222222,1
34,Graffiti en edificio público #32,La comunidad solicita patrullajes más frecuentes y puntos de vigilancia.,5,Seguridad,"Cerrada Pancho Villa #53, Col. Los Pinos",20.2743,-97.9569,no_aprobado,media,2,María González López,2024-01-12 06:49:10,2024-01-16 01:26:54,,2024,Norte-Este,Norte,Este,12,4,0.0053009433122736425,0,0,1,0,1.0,6,1,49,Friday,January,2,0,2,90.6288888888889,1
35,Bus con fallas mecánicas #33,Las unidades de transporte operan en condiciones inseguras para los pasajeros. Se requiere coordinación entre múltiples dependencias municipales.,6,Transporte,"Boulevard Panorámica #984, Col. Las Palmas, frente al mercado",20.2782,-97.9608,en_proceso,baja,2,María González López,2024-01-12 22:04:58,2024-01-18 19:59:04,,2024,Norte-Oeste,Norte,Oeste,12,4,0.00823893196961825,0,0,1,0,2.0,22,1,4,Friday,January,1,0,2,141.90166666666667,1
38,Humedad por filtración subterránea #36,La presión del agua es insuficiente para abastecer adecuadamente los hogares.,3,Saneamiento,"Avenida Carmen Serdán #190, Col. Revolución",20.2538,-97.9647,nuevo,baja,1,admin,2024-01-13 01:03:36,2024-01-13 05:46:01,,2024,Sur-Oeste,Sur,Oeste,13,5,0.016868017073741658,1,0,1,1,1.0,1,1,3,Saturday,January,1,1,2,4.706944444444445,1
37,Rutas de bus mal planificadas #35,El problema vial está causando congestionamientos y accidentes menores.,6,Transporte,"Andador San José #60, Col. Jardines de Xicotepec",20.2786,-97.9537,cerrado,baja,2,María González López,2024-01-13 04:31:06,2024-02-13 21:29:38,,2024,Norte-Este,Norte,Este,13,5,0.010660675400741325,1,0,1,0,4.0,4,1,31,Saturday,January,1,0,2,760.9755555555555,1
36,Humedad por filtración subterránea #34,El problema de drenaje ha causado acumulación de agua contaminada en la vía pública.,3,Saneamiento,"Calle Avenida Independencia #281, Col. El Mirador",20.2651,-97.9624,en_proceso,media,1,admin,2024-01-13 19:35:16,2024-01-20 04:42:41,,2024,Sur-Oeste,Sur,Oeste,13,5,0.005456189146284603,1,0,0,0,2.0,19,1,35,Saturday,January,2,0,2,153.1236111111111,1
41,Zona sin acceso a servicios médicos #39,Las condiciones insalubres están causando enfermedades respiratorias y gastrointestinales.,8,Salud Pública,"Callejón Benito Juárez #36, Col. Santa María, altura del semáforo",20.2726,-97.9573,resuelto,alta,1,admin,2024-01-14 10:21:23,2024-01-22 09:57:42,,2024,Norte-Este,Norte,Este,14,6,0.003748332962791896,1,1,0,0,3.0,10,1,21,Sunday,January,3,0,2,191.6052777777778,1
39,Toma de agua sin tapa #37,Los equipos presentan ruidos anormales y podrían fallar completamente pronto.,2,Servicios Públicos,"Cerrada Cuarta #26, Col. Lomas del Mirador, cerca de la terminal",20.2789,-97.9564,en_proceso,baja,1,admin,2024-01-14 22:21:24,2024-01-20 18:57:45,,2024,Norte-Este,Norte,Este,14,6,0.009600520819202978,1,0,1,0,2.0,22,1,21,Sunday,January,1,0,2,140.60583333333332,1
40,Desechos electrónicos en banqueta #38,La acumulación de desechos está atrayendo fauna nociva y generando malos olores.,4,Limpieza,"Cerrada Francisco I. Madero #76, Col. San José",20.2756,-97.9523,en_proceso,media,2,María González López,2024-01-15 00:00:12,2024-01-20 18:33:12,,2024,Norte-Este,Norte,Este,15,0,0.009521029356115346,0,0,1,0,2.0,0,1,0,Monday,January,2,0,3,138.55,1
43,Alcantarilla obstruida con basura #41,La presión del agua es insuficiente para abastecer adecuadamente los hogares. Durante las lluvias el problema se vuelve más peligroso.,3,Saneamiento,"Calle Santo Domingo #138, Col. El Paraíso",20.2711,-97.9571,nuevo,baja,2,María González López,2024-01-15 05:37:42,2024-01-15 18:04:45,,2024,Norte-Este,Norte,Este,15,0,0.0031016124838515176,0,0,1,0,1.0,5,1,37,Monday,January,1,1,3,12.450833333333334,1
42,Alumbrado público apagado en colonia #40,Los residentes reportan fallas constantes en el suministro eléctrico de la zona.,2,Servicios Públicos,"Cerrada Hidalgo #74, Col. Santa Rosa",20.28,-97.9527,nuevo,alta,1,admin,2024-01-15 08:19:38,2024-01-15 09:51:18,,2024,Norte-Este,Norte,Este,15,0,0.012381033882517333,0,1,0,0,1.0,8,1,19,Monday,January,3,1,3,1.5277777777777777,1
44,Zona con variaciones de voltaje #42,Los equipos presentan ruidos anormales y podrían fallar completamente pronto. La comunidad está organizada para colaborar con las autoridades.,2,Servicios Públicos,"Boulevard Calle Unión #1318, Col. El Mirador, altura del semáforo",20.2689,-97.9511,en_proceso,alta,2,María González López,2024-01-15 13:21:03,2024-01-21 21:44:55,,2024,Sur-Este,Sur,Este,15,0,0.00896771988857531,0,1,0,0,2.0,13,1,21,Monday,January,3,0,3,152.39777777777778,1
45,Desechos electrónicos en banqueta #43,Se observan materiales peligrosos mezclados con residuos domésticos comunes. Los comerciantes locales también han expresado su preocupación.,4,Limpieza,"Boulevard Venustiano Carranza #1483, Col. Colinas de San Juan",20.2752,-97.9505,nuevo,baja,2,María González López,2024-01-16 04:32:40,2024-01-17 00:22:58,,2024,Norte-Este,Norte,Este,16,1,0.01083005078472874,0,0,1,0,1.0,4,1,32,Tuesday,January,1,1,3,19.838333333333335,1
46,Parada de autobús vandalizada #44,El servicio ha estado interrumpido por más de 48 horas afectando a múltiples familias. Durante las lluvias el problema se vuelve más peligroso.,2,Servicios Públicos,"Cerrada Vista Verde #62, Col. Lázaro Cárdenas",20.2709,-97.9652,en_proceso,media,2,María González López,2024-01-16 18:16:18,2024-01-20 07:41:25,,2024,Norte-Oeste,Norte,Oeste,16,1,0.005277309920785814,0,1,0,0,2.0,18,1,16,Tuesday,January,2,0,3,85.4186111111111,1
48,Vertido de aceite en calle #46,La vegetación dañada representa un riesgo para la infraestructura cercana. El problema se intensifica durante las horas pico. El problema es más evidente durante las primeras horas del día.,7,Medio Ambiente,"Camino Calle del Sol #50, Col. San José",20.2761,-97.9546,cerrado,alta,2,María González López,2024-01-17 06:40:10,2024-02-17 13:37:24,,2024,Norte-Este,Norte,Este,17,2,0.008146778504411468,0,0,1,0,4.0,6,1,40,Wednesday,January,3,0,3,750.9538888888889,1
47,Animales muertos no retirados de vía #45,Es necesario incrementar la frecuencia de recolección en esta área de alta densidad.,4,Limpieza,"Callejón Residencial #27, Col. San Miguel",20.2786,-97.961,en_proceso,alta,2,María González López,2024-01-17 11:30:46,2024-01-22 00:35:34,,2024,Norte-Oeste,Norte,Oeste,17,2,0.008657944328767162,0,1,0,0,2.0,11,1,30,Wednesday,January,3,0,3,109.08,1
49,Incendio provocado en basurero #47,Los residentes evitan transitar por el área durante horas nocturnas. El problema coincide con fallas similares en zonas cercanas.,5,Seguridad,"Callejón Central #9, Col. Benito Juárez",20.2736,-97.95,resuelto,alta,1,admin,2024-01-17 23:09:57,2024-01-27 05:48:11,,2024,Norte-Este,Norte,Este,17,2,0.010628264204460145,0,0,1,0,3.0,23,1,9,Wednesday,January,3,0,3,222.63722222222222,1
52,Pavimento levantado por raíces de árbol #50,Se observan grietas que se extienden y podrían causar un colapso parcial. Se observa un patrón de deterioro acelerado en los últimos días.,1,Infraestructura,"Carretera San Carlos #1034, Col. Emiliano Zapata",20.2761,-97.9509,cerrado,alta,1,admin,2024-01-18 02:10:32,2024-03-18 23:52:12,,2024,Norte-Este,Norte,Este,18,3,0.010955363982990612,0,0,1,0,4.0,2,1,10,Thursday,January,3,0,3,1461.6944444444443,1
50,Maltrato animal en espacio urbano #48,Se solicita intervención de autoridades competentes para establecer orden.,9,Otros,"Privada Hermanos Serdán #11, Col. Revolución",20.274,-97.9637,resuelto,media,1,admin,2024-01-18 04:35:22,2024-01-29 14:47:29,,2024,Norte-Oeste,Norte,Oeste,18,3,0.005448853090337298,0,0,1,0,3.0,4,1,35,Thursday,January,2,0,3,274.20194444444445,1
51,Intento de saqueo a local #49,El vandalismo continuo genera un ambiente de inseguridad para las familias. Se solicita seguimiento continuo hasta la resolución completa. En horario escolar representa mayor riesgo para los menores.,5,Seguridad,"Camino Del Río #240, Col. Centro",20.2682,-97.9507,nuevo,alta,1,admin,2024-01-18 15:20:26,2024-01-18 15:31:26,,2024,Sur-Este,Sur,Este,18,3,0.009472592042304205,0,1,0,0,1.0,15,1,20,Thursday,January,3,1,3,0.18333333333333332,1
55,Agua turbia en suministro #53,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. Durante las lluvias el problema se vuelve más peligroso.,3,Saneamiento,"Andador Cerrada Los Pinos #15, Col. Jardines de Xicotepec, altura del puente",20.2716,-97.9603,en_proceso,alta,1,admin,2024-01-19 20:55:43,2024-01-25 20:24:28,,2024,Norte-Oeste,Norte,Oeste,19,4,0.0016278820596116327,0,0,0,0,2.0,20,1,55,Friday,January,3,0,3,143.47916666666666,1
53,Maltrato animal en espacio urbano #51,Las actividades no reguladas están impactando negativamente el comercio local.,9,Otros,"Calle Privada San José #63, Col. Solidaridad, cerca de la terminal",20.28,-97.9584,nuevo,alta,2,María González López,2024-01-19 21:05:43,2024-01-20 18:44:46,,2024,Norte-Este,Norte,Este,19,4,0.010127191120938685,0,0,0,0,1.0,21,1,5,Friday,January,3,1,3,21.650833333333335,1
54,Contaminación del aire por quema #52,El área verde requiere rehabilitación para restaurar el ecosistema local. Los comerciantes locales también han expresado su preocupación. En horario escolar representa mayor riesgo para los menores.,7,Medio Ambiente,"Camino Santo Domingo #176, Col. El Mirador",20.2788,-97.9567,cerrado,media,2,María González López,2024-01-19 22:01:28,2024-04-20 10:27:03,,2024,Norte-Este,Norte,Este,19,4,0.009398404119848587,0,0,1,0,4.0,22,1,1,Friday,January,2,0,3,2196.426388888889,1
56,Drenaje con retorno de agua sucia #54,"La obstrucción causa desbordamientos durante las lluvias, inundando casas vecinas. En horario escolar representa mayor riesgo para los menores.",3,Saneamiento,"Calle Camino Real #134, Col. Las Flores, altura del puente",20.2765,-97.9581,en_proceso,alta,1,admin,2024-01-20 10:50:59,2024-01-22 02:11:45,,2024,Norte-Este,Norte,Este,20,5,0.0067720011813316655,1,1,0,0,2.0,10,1,50,Saturday,January,3,0,3,39.346111111111114,1
57,Toma de agua sin tapa #55,Los residentes reportan fallas constantes en el suministro eléctrico de la zona.,2,Servicios Públicos,"Andador Del Río #31, Col. Centro, entre calles",20.2705,-97.9604,en_proceso,baja,2,María González López,2024-01-20 12:13:55,2024-01-24 08:16:46,,2024,Norte-Oeste,Norte,Oeste,20,5,0.0006403124237506701,1,1,0,0,2.0,12,1,13,Saturday,January,1,0,3,92.0475,1
59,Fauna silvestre en peligro urbano #57,El área verde requiere rehabilitación para restaurar el ecosistema local.,7,Medio Ambiente,"Cerrada Avenida Tecnológico #52, Col. Santa María",20.2726,-97.954,nuevo,media,2,María González López,2024-01-21 04:23:41,2024-01-21 20:41:38,,2024,Norte-Este,Norte,Este,21,6,0.00653911308970935,1,0,1,0,1.0,4,1,23,Sunday,January,2,1,3,16.299166666666668,1
58,Conductor imprudente en zona escolar #56,El mantenimiento de la flota de transporte público es deficiente.,6,Transporte,"Camino Miguel Hidalgo #28, Col. Santa Cecilia, altura del puente",20.2747,-97.95,cerrado,alta,2,María González López,2024-01-21 09:52:01,2024-04-21 23:42:20,,2024,Norte-Este,Norte,Este,21,6,0.011049434374655352,1,1,0,0,4.0,9,1,52,Sunday,January,3,0,3,2197.8386111111113,1
60,Basura tras eventos masivos sin limpieza #58,Los contenedores están dañados y no pueden contener adecuadamente la basura.,4,Limpieza,"Callejón Hidalgo #80, Col. Lázaro Cárdenas, altura del semáforo",20.28,-97.9633,en_proceso,media,2,María González López,2024-01-21 10:46:25,2024-01-23 02:03:25,,2024,Norte-Oeste,Norte,Oeste,21,6,0.010530432089904847,1,1,0,0,2.0,10,1,46,Sunday,January,2,0,3,39.28333333333333,1
63,Agua estancada con larvas #61,Las aguas residuales están contaminando el suelo y podrían afectar pozos cercanos. El problema coincide con fallas similares en zonas cercanas.,3,Saneamiento,"Camino Plutarco Elías Calles #166, Col. Francisco Villa",20.2701,-97.9621,no_aprobado,media,2,María González López,2024-01-22 14:36:05,2024-01-27 19:31:14,,2024,Norte-Oeste,Norte,Oeste,22,0,0.0021023796041757074,0,1,0,0,1.0,14,1,36,Monday,January,2,0,4,124.91916666666667,1
61,Clínica sin insumos básicos #59,Se requiere intervención sanitaria urgente para prevenir la propagación de enfermedades. Se observa un patrón de deterioro acelerado en los últimos días.,8,Salud Pública,"Avenida Miguel Hidalgo #1106, Col. San Juan",20.2725,-97.9513,resuelto,alta,2,María González López,2024-01-22 18:58:08,2024-02-02 03:59:12,,2024,Norte-Este,Norte,Este,22,0,0.009052071586097795,0,1,0,0,3.0,18,1,58,Monday,January,3,0,4,249.01777777777778,1
62,Cableado colgante sobre calle #60,El problema afecta el funcionamiento normal de comercios y hogares del sector.,2,Servicios Públicos,"Cerrada Principal #60, Col. La Huerta",20.2797,-97.95,nuevo,media,2,María González López,2024-01-22 19:09:28,2024-01-23 09:44:37,,2024,Norte-Este,Norte,Este,22,0,0.01393161871426982,0,0,0,0,1.0,19,1,9,Monday,January,2,1,4,14.585833333333333,1
